DECK;#;Nome da Carta;Tipo;Nível;Efeito;Ataque;Defesa;Cura;Char Count;Descrição da Imagem (Prompt IA)
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;7;Brisa Suave;Ataque;Baixo;Cause 1 de dano. Compre 1 carta.;1;;;32  ✓;Vento suave balançando campos de trigo, folhas voando. Sensação de frescor e movimento livre. Céu azul da manhã.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;8;Lufada Repentina;Ataque;Baixo;Cause 2 de dano. Você pode jogar uma carta adicional neste turno.;2;;;65  ✓;Rajada de vento forte levantando poeira e folhas, cabelos esvoaçando. Sensação de urgência e movimento repentino.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;9;Lufada Repentina;Ataque;Baixo;Cause 2 de dano. Você pode jogar uma carta adicional neste turno.;2;;;65  ✓;Rajada de vento forte levantando poeira e folhas, cabelos esvoaçando. Sensação de urgência e movimento repentino.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;10;Lufada Repentina;Ataque;Baixo;Cause 2 de dano. Você pode jogar uma carta adicional neste turno.;2;;;65  ✓;Rajada de vento forte levantando poeira e folhas, cabelos esvoaçando. Sensação de urgência e movimento repentino.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;11;Chuva de Cristais;Ataque;Médio;Cause 2 de dano em todos os oponentes.;2;;;38  ✓;Cristais de gelo caindo como chuva, refletindo sol em arco-íris. Atmosfera mágica e refrescante. Montanhas ao fundo.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;12;Chuva de Cristais;Ataque;Médio;Cause 2 de dano em todos os oponentes.;2;;;38  ✓;Cristais de gelo caindo como chuva, refletindo sol em arco-íris. Atmosfera mágica e refrescante. Montanhas ao fundo.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;13;Espelho d'Água;Defesa;Baixo;🛡️×2. Quando destruída, compre 1 carta.;;2;;39  ✓;Poça d'água cristalina refletindo o céu perfeitamente, superfície imóvel. Sensação de calma e proteção espelhada.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;14;Espelho d'Água;Defesa;Baixo;🛡️×2. Quando destruída, compre 1 carta.;;2;;39  ✓;Poça d'água cristalina refletindo o céu perfeitamente, superfície imóvel. Sensação de calma e proteção espelhada.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;15;Escudo de Névoa;Defesa;Baixo;🛡️×3. Reduz dano de ataques de área em -1 adicional.;;3;;52  ✓;Névoa densa formando barreira, silhuetas vagas atrás da cortina de vapor. Atmosfera misteriosa e protetora do amanhecer.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;16;Escudo de Névoa;Defesa;Baixo;🛡️×3. Reduz dano de ataques de área em -1 adicional.;;3;;52  ✓;Névoa densa formando barreira, silhuetas vagas atrás da cortina de vapor. Atmosfera misteriosa e protetora do amanhecer.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;17;Manto de Orvalho;Defesa;Médio;🛡️×4. Quando destruído, cure 1 de vida.;;4;1;39  ✓;Manto translúcido coberto de gotículas brilhantes, luz suave refletindo nas gotas. Sensação de renovação e leveza.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;18;Gotas Refrescantes;Cura;Baixo;Cure 2 de vida.;;;2;15  ✓;Gotas de água cristalina caindo em mãos abertas, respingos brilhando. Sensação de alívio e frescor da manhã.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;19;Gotas Refrescantes;Cura;Baixo;Cure 2 de vida.;;;2;15  ✓;Gotas de água cristalina caindo em mãos abertas, respingos brilhando. Sensação de alívio e frescor da manhã.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;20;Gotas Refrescantes;Cura;Baixo;Cure 2 de vida.;;;2;15  ✓;Gotas de água cristalina caindo em mãos abertas, respingos brilhando. Sensação de alívio e frescor da manhã.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;21;Orvalho Matinal;Cura;Baixo;Cure 3 de vida. Se esta foi a 1ª carta do turno, cure +2 (total 5).;;;3;67  ✓;Folhas cobertas de orvalho brilhando com primeiros raios de sol, gotas caindo suavemente. Atmosfera de renovação pura.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;22;Orvalho Matinal;Cura;Baixo;Cure 3 de vida. Se esta foi a 1ª carta do turno, cure +2 (total 5).;;;3;67  ✓;Folhas cobertas de orvalho brilhando com primeiros raios de sol, gotas caindo suavemente. Atmosfera de renovação pura.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;23;Fonte da Juventude;Cura;Médio;Cure 5 de vida.;;;5;15  ✓;Fonte antiga de pedra com água cristalina em tons azulados, luz suave emergindo da água. Sensação de pureza e eternidade.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;24;Agilidade Felina;Habilidade;Baixo;Compre 1 carta. Você pode jogar uma carta adicional neste turno.;;;;64  ✓;Silhueta felina em movimento com rastro de luz mostrando trajetória ágil. Velocidade e graça no início do amanhecer.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;25;Agilidade Felina;Habilidade;Baixo;Compre 1 carta. Você pode jogar uma carta adicional neste turno.;;;;64  ✓;Silhueta felina em movimento com rastro de luz mostrando trajetória ágil. Velocidade e graça no início do amanhecer.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;26;Reflexos Rápidos;Habilidade;Baixo;Escolha um oponente: ele descarta 1 carta. Você compra 1 carta.;;;;63  ✓;Mãos em movimento quase borradas, pegando carta no ar antes do oponente. Sensação de velocidade e reflexo puro.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;27;Reflexos Rápidos;Habilidade;Baixo;Escolha um oponente: ele descarta 1 carta. Você compra 1 carta.;;;;63  ✓;Mãos em movimento quase borradas, pegando carta no ar antes do oponente. Sensação de velocidade e reflexo puro.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;28;Dança das Águas;Habilidade;Médio;Compre 2 cartas. Você pode jogar uma carta adicional neste turno.;;;;65  ✓;Figura dançando sobre a água, respingos formando padrões circulares, luz refletindo no movimento fluido e gracioso.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;29;Vendaval;Especial;Alto;Jogue 2 cartas adicionais neste turno. Todas as cartas jogadas neste turno custam 0 ação.;;;;89  ✓;Ventania intensa, folhas e objetos voando, figura central imóvel no olho do furacão. Energia e caos perfeitamente controlado.
Orvalho de Valirian  ·  Witbier  ·  Ágil / Surpresa;30;Aurora Cristalina;Especial;Alto;Cause 2 de dano em todos os oponentes. Cure 2 de vida. Compre 2 cartas.;2;;2;71  ✓;Aurora boreal refletindo em cristais de gelo, luzes azuis e verdes dançando no céu. Espetáculo de cores e renovação mágica.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;1;Espada Juramentada;Ataque;Baixo;Cause 3 de dano.;3;;;16  ✓;Espada longa com punho entalhado, lâmina brilhando com luz dourada, pedra preciosa no cabo. Heráldica medieval ao fundo.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;2;Espada Juramentada;Ataque;Baixo;Cause 3 de dano.;3;;;16  ✓;Espada longa com punho entalhado, lâmina brilhando com luz dourada, pedra preciosa no cabo. Heráldica medieval ao fundo.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;3;Espada Juramentada;Ataque;Baixo;Cause 3 de dano.;3;;;16  ✓;Espada longa com punho entalhado, lâmina brilhando com luz dourada, pedra preciosa no cabo. Heráldica medieval ao fundo.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;4;Golpe do Herói;Ataque;Baixo;Cause 2 de dano. Se você escolheu Ataque no Código do Aventureiro, cause +1 (total 3).;2;;;86  ✓;Guerreiro em pose heroica, espada erguida, luz do sol atrás criando silhueta imponente. Batalha épica ao fundo.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;5;Golpe do Herói;Ataque;Baixo;Cause 2 de dano. Se você escolheu Ataque no Código do Aventureiro, cause +1 (total 3).;2;;;86  ✓;Guerreiro em pose heroica, espada erguida, luz do sol atrás criando silhueta imponente. Batalha épica ao fundo.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;6;Golpe do Herói;Ataque;Baixo;Cause 2 de dano. Se você escolheu Ataque no Código do Aventureiro, cause +1 (total 3).;2;;;86  ✓;Guerreiro em pose heroica, espada erguida, luz do sol atrás criando silhueta imponente. Batalha épica ao fundo.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;7;Escudo da Irmandade;Ataque;Baixo;Cause 2 de dano. Reduza em 1 o próximo dano que um aliado sofrer.;2;;;65  ✓;Escudeiro erguendo escudo para proteger companheiro, postura defensiva com contra-ataque iminente. Fortaleza ao fundo.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;8;Escudo da Irmandade;Ataque;Baixo;Cause 2 de dano. Reduza em 1 o próximo dano que um aliado sofrer.;2;;;65  ✓;Escudeiro erguendo escudo para proteger companheiro, postura defensiva com contra-ataque iminente. Fortaleza ao fundo.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;9;Ataque Coordenado;Ataque;Médio;Cause 2 de dano. Um aliado à escolha pode jogar 1 carta adicional neste turno.;2;;;78  ✓;Dois guerreiros atacando em sincronia, espadas cruzadas, movimento coordenado e preciso. Parceria e estratégia em batalha.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;10;Ataque Coordenado;Ataque;Médio;Cause 2 de dano. Um aliado à escolha pode jogar 1 carta adicional neste turno.;2;;;78  ✓;Dois guerreiros atacando em sincronia, espadas cruzadas, movimento coordenado e preciso. Parceria e estratégia em batalha.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;11;Escudo da Irmandade (Def);Defesa;Baixo;🛡️×3. Protege a si mesmo e um aliado à escolha (divide o dano igualmente).;;3;;74  ✓;Escudo grande com símbolo de irmandade, dois guerreiros atrás em postura de proteção mútua. Lealdade e defesa coletiva.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;12;Escudo da Irmandade (Def);Defesa;Baixo;🛡️×3. Protege a si mesmo e um aliado à escolha (divide o dano igualmente).;;3;;74  ✓;Escudo grande com símbolo de irmandade, dois guerreiros atrás em postura de proteção mútua. Lealdade e defesa coletiva.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;13;Postura de Ferro;Defesa;Baixo;🛡️×2. Se você escolheu Defesa no Código do Aventureiro, absorve +2 (total 4).;;2;;77  ✓;Guerreiro em postura defensiva imóvel, armadura brilhando, determinação no olhar. Solidez e resistência absoluta.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;14;Postura de Ferro;Defesa;Baixo;🛡️×2. Se você escolheu Defesa no Código do Aventureiro, absorve +2 (total 4).;;2;;77  ✓;Guerreiro em postura defensiva imóvel, armadura brilhando, determinação no olhar. Solidez e resistência absoluta.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;15;Muralha Humana;Defesa;Médio;🛡️×4. Protege todos os aliados.;;4;;31  ✓;Fileira de guerreiros com escudos erguidos formando parede sólida, determinação nos rostos. União e proteção coletiva.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;16;Poção da Coragem;Cura;Baixo;Cure 3 de vida. Na próxima vez que atacar, cause +1 de dano.;;;3;60  ✓;Frasco com líquido vermelho-dourado brilhando, mãos segurando com cuidado. Promessa de coragem e força renovada.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;17;Poção da Coragem;Cura;Baixo;Cure 3 de vida. Na próxima vez que atacar, cause +1 de dano.;;;3;60  ✓;Frasco com líquido vermelho-dourado brilhando, mãos segurando com cuidado. Promessa de coragem e força renovada.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;18;Bálsamo Herbal;Cura;Baixo;Cure 2 de vida. Se você escolheu Cura no Código do Aventureiro, cure +2 (total 4).;;;2;82  ✓;Ervas sendo maceradas em pilão de pedra, óleos essenciais brilhando, mãos habilidosas preparando remédio medicinal.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;19;Bálsamo Herbal;Cura;Baixo;Cure 2 de vida. Se você escolheu Cura no Código do Aventureiro, cure +2 (total 4).;;;2;82  ✓;Ervas sendo maceradas em pilão de pedra, óleos essenciais brilhando, mãos habilidosas preparando remédio medicinal.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;20;Toque do Clérigo;Cura;Médio;Cure 5 de vida em um aliado (pode ser você).;;;5;44  ✓;Mãos com luvas brancas emanando luz dourada, tocando guerreiro caído. Atmosfera de compaixão e cura divina sagrada.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;21;Mapa do Tesouro;Habilidade;Baixo;Compre 2 cartas. Escolha 1 para manter, descarte a outra.;;;;57  ✓;Pergaminho antigo com mapa desenhado, rotas em vermelho, selo de cera quebrado. Aventura e descoberta iminente.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;22;Mapa do Tesouro;Habilidade;Baixo;Compre 2 cartas. Escolha 1 para manter, descarte a outra.;;;;57  ✓;Pergaminho antigo com mapa desenhado, rotas em vermelho, selo de cera quebrado. Aventura e descoberta iminente.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;23;Planejamento Estratégico;Habilidade;Baixo;Olhe as 3 cartas do topo do baralho. Coloque-as de volta em qualquer ordem.;;;;75  ✓;Mesa com mapas e peças de estratégia, comandante analisando, velas iluminando. Tática e antecipação do campo de batalha.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;24;Planejamento Estratégico;Habilidade;Baixo;Olhe as 3 cartas do topo do baralho. Coloque-as de volta em qualquer ordem.;;;;75  ✓;Mesa com mapas e peças de estratégia, comandante analisando, velas iluminando. Tática e antecipação do campo de batalha.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;25;Grito de Guerra;Habilidade;Baixo;Cause 1 de dano em todos os oponentes. Todos os aliados compram 1 carta.;1;;;72  ✓;Guerreiro gritando com força, ondas de choque visíveis, bandeiras tremulando ao vento. Motivação e poder de liderança.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;26;Grito de Guerra;Habilidade;Baixo;Cause 1 de dano em todos os oponentes. Todos os aliados compram 1 carta.;1;;;72  ✓;Guerreiro gritando com força, ondas de choque visíveis, bandeiras tremulando ao vento. Motivação e poder de liderança.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;27;Inspiração;Habilidade;Médio;Um aliado à escolha compra 2 cartas e pode jogar 1 carta adicional neste turno.;;;;79  ✓;Líder erguendo espada, luz dourada irradiando, companheiros se levantando com energia renovada. Liderança e coragem.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;28;Sacrifício Heroico;Habilidade;Médio;Sofra 3 de dano. Um aliado à escolha cura 5 de vida.;;;5;52  ✓;Guerreiro se colocando na frente de golpe, escudo erguido, expressão de determinação e sacrifício honroso.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;29;Juramento Final;Especial;Alto;Escolha 1 tipo de carta. Todas do tipo têm +2 de efeito pelo resto da partida. Você sofre 2 de dano.;;;;100  ✓;Guerreiro ajoelhado, espada fincada no chão, luz dourada descendo do céu. Juramento solene sendo feito em batalha.
Juramento do Aventureiro  ·  Amber Ale  ·  Versátil / Adaptável;30;Irmandade;Especial;Alto;Escolha um aliado. Vocês trocam Pints de Glória atuais. Cada um cura 2 de vida após a troca.;;;2;92  ✓;Dois guerreiros de mãos dadas, luz conectando os corações, expressão de confiança e união inquebrantável.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;1;Rajada;Ataque;Baixo;Cause 2 de dano. Se o resultado da passiva foi ímpar neste turno, cause +1 (total 3).;2;;;85  ✓;Vento forte curvando campos de trigo, espigas voando no ar. Energia e imprevisibilidade. Céu dramático ao fundo.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;2;Rajada;Ataque;Baixo;Cause 2 de dano. Se o resultado da passiva foi ímpar neste turno, cause +1 (total 3).;2;;;85  ✓;Vento forte curvando campos de trigo, espigas voando no ar. Energia e imprevisibilidade. Céu dramático ao fundo.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;3;Rajada;Ataque;Baixo;Cause 2 de dano. Se o resultado da passiva foi ímpar neste turno, cause +1 (total 3).;2;;;85  ✓;Vento forte curvando campos de trigo, espigas voando no ar. Energia e imprevisibilidade. Céu dramático ao fundo.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;4;Raio;Ataque;Baixo;Cause 3 de dano. Se o resultado da passiva foi 1-10 neste turno, cause +2 (total 5).;3;;;84  ✓;Raio cortando o céu escuro, iluminando campos de trigo por um instante. Poder bruto e instantâneo da tempestade.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;5;Raio;Ataque;Baixo;Cause 3 de dano. Se o resultado da passiva foi 1-10 neste turno, cause +2 (total 5).;3;;;84  ✓;Raio cortando o céu escuro, iluminando campos de trigo por um instante. Poder bruto e instantâneo da tempestade.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;6;Raio;Ataque;Baixo;Cause 3 de dano. Se o resultado da passiva foi 1-10 neste turno, cause +2 (total 5).;3;;;84  ✓;Raio cortando o céu escuro, iluminando campos de trigo por um instante. Poder bruto e instantâneo da tempestade.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;7;Vendaval;Ataque;Baixo;Cause 1 de dano em todos os oponentes.;1;;;38  ✓;Ventania forte arrancando telhados de palha, objetos voando, pessoas se protegendo. Caos e destruição controlada.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;8;Vendaval;Ataque;Baixo;Cause 1 de dano em todos os oponentes.;1;;;38  ✓;Ventania forte arrancando telhados de palha, objetos voando, pessoas se protegendo. Caos e destruição controlada.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;9;Vendaval;Ataque;Baixo;Cause 1 de dano em todos os oponentes.;1;;;38  ✓;Ventania forte arrancando telhados de palha, objetos voando, pessoas se protegendo. Caos e destruição controlada.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;10;Ciclone;Ataque;Médio;Cause 4 de dano em um oponente e 2 de dano em outro (escolha aleatória).;4;;;72  ✓;Funil de vento girando carregando detritos, dois alvos sendo puxados em direções opostas. Imprevisibilidade e força.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;11;Ciclone;Ataque;Médio;Cause 4 de dano em um oponente e 2 de dano em outro (escolha aleatória).;4;;;72  ✓;Funil de vento girando carregando detritos, dois alvos sendo puxados em direções opostas. Imprevisibilidade e força.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;12;Nuvens Negras;Ataque;Médio;Todos os oponentes sofrem 2 de dano. Você sofre 1 de dano.;2;;;58  ✓;Nuvens escuras cobrindo o céu, relâmpagos distantes, chuva iminente. Tensão e presságio de tempestade devastadora.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;13;Nuvens Negras;Ataque;Médio;Todos os oponentes sofrem 2 de dano. Você sofre 1 de dano.;2;;;58  ✓;Nuvens escuras cobrindo o céu, relâmpagos distantes, chuva iminente. Tensão e presságio de tempestade devastadora.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;14;Escudo de Vento;Defesa;Baixo;🛡️×3. Reduz dano de ataques de área em -1 adicional.;;3;;52  ✓;Redemoinho de vento envolvendo o personagem, desviando projéteis e objetos. Proteção ativa e dinâmica de vento.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;15;Escudo de Vento;Defesa;Baixo;🛡️×3. Reduz dano de ataques de área em -1 adicional.;;3;;52  ✓;Redemoinho de vento envolvendo o personagem, desviando projéteis e objetos. Proteção ativa e dinâmica de vento.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;16;Calmaria;Defesa;Baixo;🛡️×2. Se você não causou dano neste turno, absorve +2 (total 4).;;2;;64  ✓;Mar calmo após a tempestade, céu clareando, arco-íris distante. Paz e renovação após o caos devastador da tempestade.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;17;Calmaria;Defesa;Baixo;🛡️×2. Se você não causou dano neste turno, absorve +2 (total 4).;;2;;64  ✓;Mar calmo após a tempestade, céu clareando, arco-íris distante. Paz e renovação após o caos devastador da tempestade.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;18;Olho da Tempestade;Defesa;Médio;🛡️×4. Se você sofreu dano neste turno, reduza +1 (total 5).;;4;;59  ✓;Centro calmo da tempestade, céu azul acima, paredes de nuvens ao redor. Paz perfeita no olho do furacão destruidor.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;19;Brisa Refrescante;Cura;Baixo;Cure 2 de vida. Se o resultado da passiva foi 11-18, cure +2 (total 4).;;;2;71  ✓;Vento suave balançando flores, pétalas voando no ar, sensação de alívio e frescor. Calmaria benéfica do verão.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;20;Brisa Refrescante;Cura;Baixo;Cure 2 de vida. Se o resultado da passiva foi 11-18, cure +2 (total 4).;;;2;71  ✓;Vento suave balançando flores, pétalas voando no ar, sensação de alívio e frescor. Calmaria benéfica do verão.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;21;Brisa Refrescante;Cura;Baixo;Cure 2 de vida. Se o resultado da passiva foi 11-18, cure +2 (total 4).;;;2;71  ✓;Vento suave balançando flores, pétalas voando no ar, sensação de alívio e frescor. Calmaria benéfica do verão.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;22;Chuvas Benéficas;Cura;Médio;Cure 3 de vida em todos os aliados (incluindo você).;;;3;52  ✓;Chuva suave sobre terra seca, flores desabrochando, folhas verdes brilhando. Renovação e vida após a tempestade.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;23;Previsão do Tempo;Habilidade;Baixo;Olhe as 3 cartas do topo do baralho. Coloque-as de volta em qualquer ordem. Se a passiva foi 19-20, compre 1 carta extra.;;;;121  ✓;Mago analisando nuvens com instrumentos antigos, cartas de clima sendo consultadas. Antecipação e planejamento tático.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;24;Previsão do Tempo;Habilidade;Baixo;Olhe as 3 cartas do topo do baralho. Coloque-as de volta em qualquer ordem. Se a passiva foi 19-20, compre 1 carta extra.;;;;121  ✓;Mago analisando nuvens com instrumentos antigos, cartas de clima sendo consultadas. Antecipação e planejamento tático.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;25;Fúria dos Elementos;Habilidade;Baixo;Escolha um oponente: ele descarta 1 carta. Você compra 1 carta. Se a passiva foi 1-10, você também descarta 1 carta.;;;;116  ✓;Elementais de vento e relâmpago em fúria, energia caótica se espalhando. Imprevisibilidade e poder elemental bruto.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;26;Fúria dos Elementos;Habilidade;Baixo;Escolha um oponente: ele descarta 1 carta. Você compra 1 carta. Se a passiva foi 1-10, você também descarta 1 carta.;;;;116  ✓;Elementais de vento e relâmpago em fúria, energia caótica se espalhando. Imprevisibilidade e poder elemental bruto.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;27;Corrente de Ar;Habilidade;Médio;Compre 2 cartas. Se a passiva foi 19-20, compre +2 (total 4).;;;;61  ✓;Fluxo de ar rápido carregando cartas, movimento fluido e contínuo. Velocidade e fluxo de informação e oportunidade.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;28;Eletricidade Estática;Habilidade;Médio;Todos os oponentes sofrem 1 de dano. Todos os aliados compram 1 carta. Se a passiva foi 1-10, todos sofrem +1.;1;;;110  ✓;Faíscas elétricas saltando entre personagens, cabelos eriçados, energia no ar. Tensão e imprevisibilidade elétrica.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;29;Trovoada;Especial;Alto;Cause 5 de dano em um oponente. Todos os outros sofrem 2 de dano. Você sofre 2 de dano.;5;;;87  ✓;Raio massivo descendo do céu, explosão de luz, ondas de choque visíveis. Poder absoluto da tempestade devastadora.
Tempestade de Trigo  ·  Weiss  ·  Explosivo / Imprevisível;30;Furacão;Especial;Alto;Todos os oponentes sofrem 3 de dano. Embaralhe todas as mãos de volta aos baralhos. Cada jogador compra 5 cartas.;3;;;113  ✓;Furacão devastador, tudo sendo sugado e reorganizado, caos total seguido de reconstrução. Reinício e renovação total.
